person_id,frame_id,timestamp_sec,spatial_zone,pos_x_m,pos_y_m,speed_mps,step_length_m,stride_length_m,cadence_steps_per_min,step_frequency_hz,stride_frequency_hz,group_category,in_crossing_corridor,in_zebra
6,18120,604.6,South Kerb Side,18.07,25.773,0.001,0.05,0.1,1.2,0.02,0.01,Group Crossing (>2 people),0,0
6,18180,606.61,South Kerb Side,18.064,25.741,0.016,0.05,0.1,19.3,0.32,0.16,Group Crossing (>2 people),0,0
6,18240,608.61,South Kerb Side,18.063,25.733,0.004,0.05,0.1,4.4,0.07,0.04,Group Crossing (>2 people),0,0
6,18300,610.61,South Kerb Side,18.058,25.734,0.002,0.05,0.1,2.8,0.05,0.02,Group Crossing (>2 people),0,0
6,18360,612.61,South Kerb Side,18.062,25.723,0.006,0.05,0.1,6.7,0.11,0.06,Group Crossing (>2 people),0,0
6,18480,616.62,South Kerb Side,18.095,25.747,0.01,0.05,0.1,12.1,0.2,0.1,Group Crossing (>2 people),0,0
6,18600,620.62,South Kerb Side,18.112,25.75,0.004,0.05,0.1,5.1,0.08,0.04,Group Crossing (>2 people),0,0
6,18900,630.63,South Kerb Side,18.081,25.751,0.003,0.05,0.1,3.7,0.06,0.03,Group Crossing (>2 people),0,0
6,18960,632.63,South Kerb Side,18.095,25.77,0.012,0.05,0.1,14.2,0.24,0.12,Group Crossing (>2 people),0,0
6,19020,634.63,South Kerb Side,18.092,25.76,0.005,0.05,0.1,6.1,0.1,0.05,Group Crossing (>2 people),0,0
6,19080,636.64,South Kerb Side,18.098,25.734,0.014,0.05,0.1,16.2,0.27,0.14,Group Crossing (>2 people),0,0
6,19140,638.64,South Kerb Side,18.094,25.768,0.017,0.05,0.1,20.6,0.34,0.17,Group Crossing (>2 people),0,0
6,19200,640.64,South Kerb Side,18.093,25.753,0.008,0.05,0.1,9.1,0.15,0.08,Group Crossing (>2 people),0,0
6,19380,646.65,South Kerb Side,18.07,25.775,0.005,0.05,0.1,6.3,0.1,0.05,Group Crossing (>2 people),0,0
6,19500,650.65,South Kerb Side,18.096,25.801,0.009,0.05,0.1,11.1,0.19,0.09,Group Crossing (>2 people),0,0
6,19980,666.67,South Kerb Side,18.108,25.723,0.005,0.05,0.1,5.9,0.1,0.05,Group Crossing (>2 people),0,0
6,20040,668.67,South Kerb Side,18.102,25.747,0.012,0.05,0.1,14.9,0.25,0.12,Group Crossing (>2 people),0,0
6,20100,670.67,South Kerb Side,18.09,25.759,0.008,0.05,0.1,10.1,0.17,0.08,Group Crossing (>2 people),0,0
6,20160,672.67,South Kerb Side,18.1,25.758,0.005,0.05,0.1,6.2,0.1,0.05,Group Crossing (>2 people),0,0
6,20280,676.68,South Kerb Side,18.099,25.76,0.0,0.05,0.1,1.2,0.02,0.01,Group Crossing (>2 people),0,0
6,20340,678.68,South Kerb Side,18.056,25.764,0.022,0.052,0.103,25.2,0.42,0.21,Group Crossing (>2 people),0,0
6,20400,680.68,South Kerb Side,18.074,25.752,0.011,0.05,0.1,13.1,0.22,0.11,Group Crossing (>2 people),0,0
6,20460,682.68,South Kerb Side,18.057,25.738,0.011,0.05,0.1,13.1,0.22,0.11,Group Crossing (>2 people),0,0
6,20520,684.68,South Kerb Side,18.091,25.763,0.021,0.05,0.101,24.9,0.42,0.21,Group Crossing (>2 people),0,0
6,20580,686.69,South Kerb Side,18.091,25.762,0.001,0.05,0.1,1.2,0.02,0.01,Group Crossing (>2 people),0,0
6,20820,694.69,South Kerb Side,18.06,25.674,0.012,0.05,0.1,14.0,0.23,0.12,Group Crossing (>2 people),0,0
6,20880,696.7,South Kerb Side,18.055,25.71,0.018,0.05,0.1,21.9,0.37,0.18,Group Crossing (>2 people),0,0
6,20940,698.7,South Kerb Side,18.047,25.727,0.009,0.05,0.1,11.3,0.19,0.09,Group Crossing (>2 people),0,0
6,21180,706.71,South Kerb Side,18.055,25.678,0.006,0.05,0.1,7.4,0.12,0.06,Group Crossing (>2 people),0,0
6,21240,708.71,South Kerb Side,18.061,25.675,0.003,0.05,0.1,4.2,0.07,0.03,Group Crossing (>2 people),0,0
6,21420,714.71,South Kerb Side,18.094,25.666,0.006,0.05,0.1,6.9,0.12,0.06,Group Crossing (>2 people),0,0
6,21480,716.72,South Kerb Side,18.089,25.67,0.003,0.05,0.1,4.1,0.07,0.03,Group Crossing (>2 people),0,0
6,21600,720.72,South Kerb Side,18.086,25.704,0.009,0.05,0.1,10.3,0.17,0.09,Group Crossing (>2 people),0,0
6,21660,722.72,South Kerb Side,18.09,25.699,0.004,0.05,0.1,4.3,0.07,0.04,Group Crossing (>2 people),0,0
6,21720,724.72,South Kerb Side,18.096,25.66,0.019,0.05,0.1,23.2,0.39,0.19,Group Crossing (>2 people),0,0
6,21780,726.73,South Kerb Side,18.114,25.653,0.01,0.05,0.1,11.4,0.19,0.1,Group Crossing (>2 people),0,0
6,21840,728.73,South Kerb Side,18.063,25.674,0.027,0.061,0.122,27.0,0.45,0.23,Group Crossing (>2 people),0,0
6,21900,730.73,South Kerb Side,18.061,25.702,0.014,0.05,0.1,16.7,0.28,0.14,Group Crossing (>2 people),0,0
6,21960,732.73,South Kerb Side,18.113,25.709,0.026,0.059,0.119,26.7,0.45,0.22,Group Crossing (>2 people),0,0
6,22080,736.74,South Kerb Side,18.084,25.703,0.007,0.05,0.1,8.8,0.15,0.07,Group Crossing (>2 people),0,0
6,22140,738.74,South Kerb Side,18.099,25.698,0.008,0.05,0.1,9.1,0.15,0.08,Group Crossing (>2 people),0,0
6,22200,740.74,South Kerb Side,18.066,25.681,0.019,0.05,0.1,22.2,0.37,0.19,Group Crossing (>2 people),0,0
6,22260,742.74,South Kerb Side,18.051,25.721,0.021,0.051,0.101,25.0,0.42,0.21,Group Crossing (>2 people),0,0
6,22320,744.74,South Kerb Side,18.056,25.712,0.005,0.05,0.1,6.0,0.1,0.05,Group Crossing (>2 people),0,0
6,22620,754.75,South Kerb Side,18.034,25.675,0.004,0.05,0.1,5.2,0.09,0.04,Group Crossing (>2 people),0,0
6,22800,760.76,South Kerb Side,18.051,25.73,0.01,0.05,0.1,11.5,0.19,0.1,Group Crossing (>2 people),0,0
6,22860,762.76,South Kerb Side,18.059,25.716,0.008,0.05,0.1,9.6,0.16,0.08,Group Crossing (>2 people),0,0
6,22920,764.76,South Kerb Side,18.076,25.695,0.014,0.05,0.1,16.4,0.27,0.14,Group Crossing (>2 people),0,0
6,22980,766.77,South Kerb Side,18.075,25.693,0.001,0.05,0.1,1.4,0.02,0.01,Group Crossing (>2 people),0,0
6,23040,768.77,South Kerb Side,18.082,25.714,0.011,0.05,0.1,13.5,0.23,0.11,Group Crossing (>2 people),0,0
6,23100,770.77,South Kerb Side,18.081,25.745,0.016,0.05,0.1,18.7,0.31,0.16,Group Crossing (>2 people),0,0
6,23280,776.78,South Kerb Side,18.077,25.714,0.005,0.05,0.1,6.3,0.11,0.05,Group Crossing (>2 people),0,0
6,23340,778.78,South Kerb Side,18.011,25.729,0.034,0.07,0.14,28.7,0.48,0.24,Group Crossing (>2 people),0,0
6,24300,810.81,South Kerb Side,18.031,25.583,0.005,0.05,0.1,5.5,0.09,0.05,Group Crossing (>2 people),0,0
7,1320,44.04,South Kerb Side,18.049,27.976,0.015,0.05,0.1,17.7,0.29,0.15,Group Crossing (>2 people),0,0
7,1440,48.05,South Kerb Side,18.059,28.034,0.015,0.05,0.1,17.7,0.29,0.15,Group Crossing (>2 people),0,0
7,1500,50.05,South Kerb Side,18.041,27.993,0.022,0.052,0.105,25.4,0.42,0.21,Group Crossing (>2 people),0,0
7,1620,54.05,South Kerb Side,18.047,28.076,0.021,0.05,0.101,24.9,0.42,0.21,Group Crossing (>2 people),0,0
7,1680,56.06,South Kerb Side,18.041,28.002,0.037,0.075,0.151,29.6,0.49,0.25,Group Crossing (>2 people),0,0
7,1740,58.06,South Kerb Side,18.037,28.023,0.011,0.05,0.1,12.8,0.21,0.11,Group Crossing (>2 people),0,0
7,1800,60.06,South Kerb Side,18.06,27.941,0.043,0.083,0.166,30.9,0.51,0.26,Group Crossing (>2 people),0,0
7,1860,62.06,South Kerb Side,18.034,27.993,0.029,0.063,0.127,27.5,0.46,0.23,Group Crossing (>2 people),0,0
7,1920,64.06,South Kerb Side,18.024,27.982,0.008,0.05,0.1,9.1,0.15,0.08,Group Crossing (>2 people),0,0
7,1980,66.07,South Kerb Side,18.045,27.982,0.01,0.05,0.1,12.5,0.21,0.1,Group Crossing (>2 people),0,0
7,2040,68.07,South Kerb Side,18.033,27.989,0.007,0.05,0.1,8.3,0.14,0.07,Group Crossing (>2 people),0,0
7,2100,70.07,South Kerb Side,18.066,27.957,0.023,0.053,0.107,25.5,0.43,0.21,Group Crossing (>2 people),0,0
7,2160,72.07,South Kerb Side,18.073,27.958,0.004,0.05,0.1,4.3,0.07,0.04,Group Crossing (>2 people),0,0
7,2220,74.07,South Kerb Side,18.053,28.032,0.038,0.077,0.154,29.9,0.5,0.25,Group Crossing (>2 people),0,0
7,2280,76.08,South Kerb Side,18.045,28.042,0.006,0.05,0.1,7.3,0.12,0.06,Group Crossing (>2 people),0,0
7,2460,82.08,South Kerb Side,18.05,28.045,0.001,0.05,0.1,1.2,0.02,0.01,Group Crossing (>2 people),0,0
7,2520,84.08,South Kerb Side,18.047,28.028,0.009,0.05,0.1,10.7,0.18,0.09,Group Crossing (>2 people),0,0
7,2580,86.09,South Kerb Side,18.086,28.082,0.033,0.069,0.139,28.6,0.48,0.24,Group Crossing (>2 people),0,0
7,2640,88.09,South Kerb Side,18.075,28.073,0.007,0.05,0.1,8.5,0.14,0.07,Group Crossing (>2 people),0,0
7,2700,90.09,South Kerb Side,18.075,28.087,0.007,0.05,0.1,8.4,0.14,0.07,Group Crossing (>2 people),0,0
7,2760,92.09,South Kerb Side,18.029,27.972,0.062,0.107,0.215,34.5,0.57,0.29,Group Crossing (>2 people),0,0
7,2820,94.09,South Kerb Side,18.043,27.979,0.008,0.05,0.1,9.3,0.16,0.08,Group Crossing (>2 people),0,0
7,2880,96.1,South Kerb Side,18.014,27.984,0.015,0.05,0.1,17.6,0.29,0.15,Group Crossing (>2 people),0,0
7,2940,98.1,South Kerb Side,18.049,27.959,0.022,0.052,0.103,25.2,0.42,0.21,Group Crossing (>2 people),0,0
7,3000,100.1,South Kerb Side,18.034,28.002,0.023,0.053,0.107,25.6,0.43,0.21,Group Crossing (>2 people),0,0
7,3060,102.1,South Kerb Side,18.042,27.991,0.007,0.05,0.1,8.1,0.14,0.07,Group Crossing (>2 people),0,0
7,3120,104.1,South Kerb Side,18.04,28.024,0.016,0.05,0.1,19.6,0.33,0.16,Group Crossing (>2 people),0,0
7,3180,106.11,South Kerb Side,18.042,27.998,0.013,0.05,0.1,15.6,0.26,0.13,Group Crossing (>2 people),0,0
7,3240,108.11,South Kerb Side,18.044,28.001,0.002,0.05,0.1,2.0,0.03,0.02,Group Crossing (>2 people),0,0
7,3360,112.11,South Kerb Side,18.052,28.051,0.013,0.05,0.1,15.3,0.26,0.13,Group Crossing (>2 people),0,0
7,3420,114.11,South Kerb Side,18.056,28.044,0.004,0.05,0.1,4.8,0.08,0.04,Group Crossing (>2 people),0,0
7,3540,118.12,South Kerb Side,18.034,28.005,0.011,0.05,0.1,13.4,0.22,0.11,Group Crossing (>2 people),0,0
7,3600,120.12,South Kerb Side,18.022,27.97,0.018,0.05,0.1,22.2,0.37,0.18,Group Crossing (>2 people),0,0
7,3660,122.12,South Kerb Side,18.076,28.101,0.071,0.118,0.236,35.9,0.6,0.3,Group Crossing (>2 people),0,0
7,3720,124.12,South Kerb Side,18.082,27.937,0.082,0.131,0.263,37.6,0.63,0.31,Group Crossing (>2 people),0,0
7,3780,126.13,South Kerb Side,18.045,28.051,0.06,0.105,0.21,34.2,0.57,0.28,Group Crossing (>2 people),0,0
7,3840,128.13,South Kerb Side,18.046,28.015,0.018,0.05,0.1,21.8,0.36,0.18,Group Crossing (>2 people),0,0
7,3900,130.13,South Kerb Side,18.042,28.026,0.006,0.05,0.1,6.8,0.11,0.06,Group Crossing (>2 people),0,0
7,3960,132.13,South Kerb Side,18.048,27.992,0.017,0.05,0.1,20.4,0.34,0.17,Group Crossing (>2 people),0,0
7,4020,134.13,South Kerb Side,18.061,27.968,0.014,0.05,0.1,16.5,0.28,0.14,Group Crossing (>2 people),0,0
7,4080,136.14,South Kerb Side,18.082,28.024,0.03,0.064,0.129,27.7,0.46,0.23,Group Crossing (>2 people),0,0
7,6120,204.2,South Kerb Side,18.095,27.981,0.001,0.05,0.1,1.2,0.02,0.01,Group Crossing (>2 people),0,0
7,6180,206.21,South Kerb Side,18.089,28.045,0.032,0.068,0.136,28.3,0.47,0.24,Group Crossing (>2 people),0,0
7,7920,264.26,South Kerb Side,18.065,28.07,0.001,0.05,0.1,1.2,0.02,0.01,Group Crossing (>2 people),0,0
7,7980,266.27,South Kerb Side,18.048,28.006,0.033,0.07,0.14,28.7,0.48,0.24,Group Crossing (>2 people),0,0
7,8100,270.27,South Kerb Side,18.07,28.037,0.01,0.05,0.1,11.6,0.19,0.1,Group Crossing (>2 people),0,0
7,8340,278.28,South Kerb Side,18.047,28.027,0.003,0.05,0.1,3.8,0.06,0.03,Group Crossing (>2 people),0,0
7,8400,280.28,South Kerb Side,18.043,28.042,0.008,0.05,0.1,9.4,0.16,0.08,Group Crossing (>2 people),0,0
7,8940,298.3,South Kerb Side,18.041,28.008,0.002,0.05,0.1,2.3,0.04,0.02,Group Crossing (>2 people),0,0
7,9000,300.3,South Kerb Side,18.056,28.049,0.022,0.052,0.103,25.2,0.42,0.21,Group Crossing (>2 people),0,0
7,9060,302.3,South Kerb Side,18.065,27.959,0.045,0.086,0.172,31.4,0.52,0.26,Group Crossing (>2 people),0,0
7,9240,308.31,South Kerb Side,18.037,27.994,0.007,0.05,0.1,8.9,0.15,0.07,Group Crossing (>2 people),0,0
7,9420,314.31,South Kerb Side,18.044,27.959,0.006,0.05,0.1,7.1,0.12,0.06,Group Crossing (>2 people),0,0
7,9540,318.32,South Kerb Side,18.03,27.961,0.003,0.05,0.1,4.1,0.07,0.03,Group Crossing (>2 people),0,0
7,9600,320.32,South Kerb Side,18.02,27.971,0.007,0.05,0.1,8.7,0.15,0.07,Group Crossing (>2 people),0,0
7,9660,322.32,South Kerb Side,18.02,27.953,0.009,0.05,0.1,10.9,0.18,0.09,Group Crossing (>2 people),0,0
7,9720,324.32,South Kerb Side,18.031,27.97,0.01,0.05,0.1,12.6,0.21,0.1,Group Crossing (>2 people),0,0
7,9780,326.33,South Kerb Side,18.048,27.999,0.017,0.05,0.1,20.0,0.33,0.17,Group Crossing (>2 people),0,0
7,9840,328.33,South Kerb Side,18.069,28.005,0.011,0.05,0.1,12.8,0.21,0.11,Group Crossing (>2 people),0,0
7,9900,330.33,South Kerb Side,18.095,28.034,0.019,0.05,0.1,23.2,0.39,0.19,Group Crossing (>2 people),0,0
7,9960,332.33,South Kerb Side,18.096,27.902,0.066,0.112,0.224,35.1,0.59,0.29,Group Crossing (>2 people),0,0
7,10020,334.33,South Kerb Side,18.07,28.063,0.081,0.13,0.26,37.4,0.62,0.31,Group Crossing (>2 people),0,0
7,10140,338.34,South Kerb Side,18.042,27.983,0.021,0.05,0.101,24.9,0.42,0.21,Group Crossing (>2 people),0,0
7,10200,340.34,South Kerb Side,18.019,27.938,0.025,0.058,0.116,26.4,0.44,0.22,Group Crossing (>2 people),0,0
7,10320,344.34,South Kerb Side,18.039,27.922,0.006,0.05,0.1,7.5,0.13,0.06,Group Crossing (>2 people),0,0
7,10380,346.35,South Kerb Side,18.012,27.89,0.021,0.05,0.1,24.7,0.41,0.21,Group Crossing (>2 people),0,0
7,10440,348.35,South Kerb Side,18.03,27.923,0.019,0.05,0.1,22.6,0.38,0.19,Group Crossing (>2 people),0,0
7,10560,352.35,South Kerb Side,18.032,27.893,0.007,0.05,0.1,9.0,0.15,0.07,Group Crossing (>2 people),0,0
7,10620,354.35,South Kerb Side,18.049,27.936,0.023,0.054,0.108,25.6,0.43,0.21,Group Crossing (>2 people),0,0
7,10680,356.36,South Kerb Side,18.016,27.933,0.017,0.05,0.1,20.2,0.34,0.17,Group Crossing (>2 people),0,0
7,10800,360.36,South Kerb Side,18.06,28.042,0.03,0.064,0.128,27.6,0.46,0.23,Group Crossing (>2 people),0,0
7,10860,362.36,South Kerb Side,18.085,28.058,0.015,0.05,0.1,17.7,0.29,0.15,Group Crossing (>2 people),0,0
7,10980,366.37,South Kerb Side,18.058,28.047,0.007,0.05,0.1,8.6,0.14,0.07,Group Crossing (>2 people),0,0
7,11040,368.37,South Kerb Side,18.096,28.097,0.031,0.067,0.133,28.1,0.47,0.23,Group Crossing (>2 people),0,0
7,11100,370.37,South Kerb Side,18.097,28.061,0.018,0.05,0.1,21.8,0.36,0.18,Group Crossing (>2 people),0,0
7,11640,388.39,South Kerb Side,18.03,27.952,0.007,0.05,0.1,8.5,0.14,0.07,Group Crossing (>2 people),0,0
7,11700,390.39,South Kerb Side,18.037,27.974,0.011,0.05,0.1,13.7,0.23,0.11,Group Crossing (>2 people),0,0
7,12120,404.4,South Kerb Side,18.035,27.969,0.0,0.05,0.1,1.2,0.02,0.01,Group Crossing (>2 people),0,0
7,12300,410.41,South Kerb Side,18.006,28.063,0.016,0.05,0.1,19.6,0.33,0.16,Group Crossing (>2 people),0,0
7,13080,436.44,South Kerb Side,17.96,28.161,0.004,0.05,0.1,5.0,0.08,0.04,Group Crossing (>2 people),0,0
7,13500,450.45,South Kerb Side,18.004,28.404,0.018,0.05,0.1,21.1,0.35,0.18,Group Crossing (>2 people),0,0
7,13560,452.45,South Kerb Side,17.996,28.389,0.009,0.05,0.1,10.4,0.17,0.09,Group Crossing (>2 people),0,0
7,13620,454.45,South Kerb Side,17.985,28.15,0.12,0.171,0.342,42.1,0.7,0.35,Group Crossing (>2 people),0,0
7,13740,458.46,South Kerb Side,17.982,28.539,0.097,0.148,0.295,39.5,0.66,0.33,Group Crossing (>2 people),0,0
7,14100,470.47,South Kerb Side,17.986,28.247,0.024,0.056,0.112,26.1,0.43,0.22,Group Crossing (>2 people),0,0
7,14160,472.47,South Kerb Side,17.993,28.475,0.114,0.165,0.33,41.4,0.69,0.35,Group Crossing (>2 people),0,0
7,14220,474.47,South Kerb Side,17.985,28.53,0.028,0.061,0.123,27.1,0.45,0.23,Group Crossing (>2 people),0,0
7,14400,480.48,South Kerb Side,17.99,28.508,0.004,0.05,0.1,4.7,0.08,0.04,Group Crossing (>2 people),0,0
7,14520,484.48,South Kerb Side,17.993,28.342,0.041,0.081,0.162,30.6,0.51,0.25,Group Crossing (>2 people),0,0
7,14580,486.49,South Kerb Side,17.988,28.213,0.065,0.111,0.222,34.9,0.58,0.29,Group Crossing (>2 people),0,0
7,14640,488.49,South Kerb Side,17.985,28.282,0.035,0.072,0.144,29.1,0.48,0.24,Group Crossing (>2 people),0,0
7,14760,492.49,South Kerb Side,17.971,28.472,0.048,0.089,0.179,31.9,0.53,0.27,Group Crossing (>2 people),0,0
7,15180,506.51,South Kerb Side,17.994,28.498,0.002,0.05,0.1,3.0,0.05,0.02,Group Crossing (>2 people),0,0
7,16020,534.53,South Kerb Side,18.073,28.6,0.005,0.05,0.1,5.5,0.09,0.05,Group Crossing (>2 people),0,0
7,16200,540.54,South Kerb Side,18.086,28.629,0.005,0.05,0.1,6.3,0.11,0.05,Group Crossing (>2 people),0,0
9,3960,132.13,Median Side,45.519,15.377,0.005,0.05,0.1,6.1,0.1,0.05,Single Pedestrian Crossing,0,0
9,4080,136.14,Median Side,45.534,15.392,0.005,0.05,0.1,6.1,0.1,0.05,Single Pedestrian Crossing,0,0
9,4320,144.14,Median Side,45.51,15.351,0.006,0.05,0.1,7.1,0.12,0.06,Single Pedestrian Crossing,0,0
9,4380,146.15,Median Side,45.531,15.345,0.011,0.05,0.1,12.8,0.21,0.11,Single Pedestrian Crossing,0,0
13,6660,222.22,South Kerb Side,18.062,28.829,0.05,0.093,0.185,32.4,0.54,0.27,Group Crossing (>2 people),0,0
13,6720,224.22,South Kerb Side,18.044,28.731,0.05,0.093,0.185,32.4,0.54,0.27,Group Crossing (>2 people),0,0
13,7080,236.24,South Kerb Side,18.074,28.799,0.006,0.05,0.1,7.4,0.12,0.06,Group Crossing (>2 people),0,0
13,7200,240.24,South Kerb Side,18.011,28.752,0.02,0.05,0.1,23.6,0.39,0.2,Group Crossing (>2 people),0,0
13,7260,242.24,South Kerb Side,18.008,28.755,0.002,0.05,0.1,2.1,0.03,0.02,Group Crossing (>2 people),0,0
14,7980,266.27,North Kerb Side,15.974,5.274,0.004,0.05,0.1,5.0,0.08,0.04,Single Pedestrian Crossing,0,0
14,8100,270.27,North Kerb Side,15.973,5.257,0.004,0.05,0.1,5.0,0.08,0.04,Single Pedestrian Crossing,0,0
14,8220,274.27,North Kerb Side,15.974,5.28,0.006,0.05,0.1,6.9,0.11,0.06,Single Pedestrian Crossing,0,0
14,8460,282.28,North Kerb Side,15.972,5.331,0.006,0.05,0.1,7.6,0.13,0.06,Single Pedestrian Crossing,0,0
14,8760,292.29,North Kerb Side,15.97,5.298,0.003,0.05,0.1,3.9,0.07,0.03,Single Pedestrian Crossing,0,0
14,9120,304.3,North Kerb Side,15.99,5.318,0.002,0.05,0.1,2.8,0.05,0.02,Single Pedestrian Crossing,0,0
14,9180,306.31,North Kerb Side,15.98,5.309,0.007,0.05,0.1,7.9,0.13,0.07,Single Pedestrian Crossing,0,0
14,9240,308.31,North Kerb Side,15.975,5.271,0.019,0.05,0.1,22.9,0.38,0.19,Single Pedestrian Crossing,0,0
14,9600,320.32,North Kerb Side,15.983,5.237,0.003,0.05,0.1,3.5,0.06,0.03,Single Pedestrian Crossing,0,0
14,9720,324.32,North Kerb Side,15.996,5.25,0.005,0.05,0.1,5.6,0.09,0.05,Single Pedestrian Crossing,0,0
14,10320,344.34,North Kerb Side,16.034,5.268,0.002,0.05,0.1,2.5,0.04,0.02,Single Pedestrian Crossing,0,0
14,10440,348.35,North Kerb Side,16.04,5.274,0.002,0.05,0.1,2.6,0.04,0.02,Single Pedestrian Crossing,0,0
15,8400,280.28,South Kerb Side,23.379,25.959,0.002,0.05,0.1,2.4,0.04,0.02,Single Pedestrian Crossing,0,0
15,8700,290.29,South Kerb Side,23.381,25.979,0.002,0.05,0.1,2.4,0.04,0.02,Single Pedestrian Crossing,0,0
15,9720,324.32,South Kerb Side,23.404,25.903,0.002,0.05,0.1,2.8,0.05,0.02,Single Pedestrian Crossing,0,0
16,8820,294.29,Median Side,46.392,15.155,0.006,0.05,0.1,7.2,0.12,0.06,Single Pedestrian Crossing,0,0
16,8880,296.3,Median Side,46.39,15.143,0.006,0.05,0.1,7.2,0.12,0.06,Single Pedestrian Crossing,0,0
16,9000,300.3,Median Side,46.393,15.137,0.002,0.05,0.1,2.1,0.04,0.02,Single Pedestrian Crossing,0,0
16,9060,302.3,Median Side,46.392,15.148,0.006,0.05,0.1,6.9,0.12,0.06,Single Pedestrian Crossing,0,0
16,9120,304.3,Median Side,46.406,15.184,0.019,0.05,0.1,23.3,0.39,0.19,Single Pedestrian Crossing,0,0
16,9180,306.31,Median Side,46.412,15.04,0.072,0.119,0.239,36.1,0.6,0.3,Single Pedestrian Crossing,0,0
16,9240,308.31,Median Side,46.401,15.094,0.027,0.061,0.121,27.0,0.45,0.22,Single Pedestrian Crossing,0,0
16,9360,312.31,Median Side,46.414,15.093,0.003,0.05,0.1,3.7,0.06,0.03,Single Pedestrian Crossing,0,0
16,9480,316.32,Median Side,46.389,15.142,0.014,0.05,0.1,16.5,0.28,0.14,Single Pedestrian Crossing,0,0
16,9660,322.32,Median Side,46.39,15.107,0.006,0.05,0.1,7.0,0.12,0.06,Single Pedestrian Crossing,0,0
16,9720,324.32,Median Side,46.411,15.102,0.011,0.05,0.1,13.3,0.22,0.11,Single Pedestrian Crossing,0,0
16,9900,330.33,Median Side,46.403,15.15,0.008,0.05,0.1,9.6,0.16,0.08,Single Pedestrian Crossing,0,0
16,10140,338.34,Median Side,46.396,15.127,0.003,0.05,0.1,3.5,0.06,0.03,Single Pedestrian Crossing,0,0
16,10200,340.34,Median Side,46.411,15.122,0.008,0.05,0.1,9.5,0.16,0.08,Single Pedestrian Crossing,0,0
16,10260,342.34,Median Side,46.398,15.1,0.013,0.05,0.1,15.7,0.26,0.13,Single Pedestrian Crossing,0,0
16,10380,346.35,Median Side,46.415,15.045,0.014,0.05,0.1,17.3,0.29,0.14,Single Pedestrian Crossing,0,0
16,10440,348.35,Median Side,46.418,15.055,0.005,0.05,0.1,6.5,0.11,0.05,Single Pedestrian Crossing,0,0
16,10620,354.35,Median Side,46.395,15.104,0.009,0.05,0.1,10.8,0.18,0.09,Single Pedestrian Crossing,0,0
16,11160,372.37,Median Side,46.369,15.152,0.003,0.05,0.1,3.6,0.06,0.03,Single Pedestrian Crossing,0,0
16,11400,380.38,Median Side,46.342,15.16,0.004,0.05,0.1,4.2,0.07,0.04,Single Pedestrian Crossing,0,0
16,11460,382.38,Median Side,46.351,15.188,0.015,0.05,0.1,17.8,0.3,0.15,Single Pedestrian Crossing,0,0
17,9420,314.31,Median Side,36.324,20.433,0.028,0.062,0.124,27.3,0.45,0.23,Single Pedestrian Crossing,1,0
17,9480,316.32,Median Side,36.269,20.447,0.028,0.062,0.124,27.3,0.45,0.23,Single Pedestrian Crossing,1,0
17,9540,318.32,Median Side,36.354,20.955,0.258,0.312,0.624,49.6,0.83,0.41,Single Pedestrian Crossing,1,0
17,9600,320.32,Median Side,36.341,20.66,0.148,0.198,0.396,44.8,0.75,0.37,Single Pedestrian Crossing,1,0
18,10320,344.34,South Kerb Side,34.479,24.865,0.068,0.115,0.229,35.4,0.59,0.3,Single Pedestrian Crossing,1,0
18,10380,346.35,South Kerb Side,34.424,24.99,0.068,0.115,0.229,35.4,0.59,0.3,Single Pedestrian Crossing,1,0
18,10440,348.35,South Kerb Side,34.409,25.088,0.05,0.092,0.185,32.3,0.54,0.27,Single Pedestrian Crossing,1,0
20,10680,356.36,Median Side,33.057,11.968,0.008,0.05,0.1,10.0,0.17,0.08,Single Pedestrian Crossing,0,0
20,10740,358.36,Median Side,33.049,11.982,0.008,0.05,0.1,10.0,0.17,0.08,Single Pedestrian Crossing,0,0
20,10800,360.36,Median Side,33.073,11.982,0.012,0.05,0.1,14.3,0.24,0.12,Single Pedestrian Crossing,0,0
21,11220,374.37,South Kerb Side,39.4,28.515,0.009,0.05,0.1,10.8,0.18,0.09,Single Pedestrian Crossing,0,0
21,11580,386.39,South Kerb Side,39.31,28.456,0.009,0.05,0.1,10.8,0.18,0.09,Single Pedestrian Crossing,0,0
21,13020,434.43,South Kerb Side,39.206,28.423,0.002,0.05,0.1,2.7,0.05,0.02,Single Pedestrian Crossing,0,0
24,12240,408.41,North Kerb Side,15.971,5.275,0.0,0.05,0.1,1.2,0.02,0.01,Single Pedestrian Crossing,0,0
24,13080,436.44,North Kerb Side,15.978,5.265,0.0,0.05,0.1,1.2,0.02,0.01,Single Pedestrian Crossing,0,0
24,13140,438.44,North Kerb Side,15.982,5.287,0.011,0.05,0.1,13.3,0.22,0.11,Single Pedestrian Crossing,0,0
24,13620,454.45,North Kerb Side,15.975,5.283,0.001,0.05,0.1,1.2,0.02,0.01,Single Pedestrian Crossing,0,0
24,13740,458.46,North Kerb Side,16.002,5.298,0.008,0.05,0.1,9.3,0.15,0.08,Single Pedestrian Crossing,0,0
25,17700,590.59,Median Side,45.248,15.406,0.02,0.05,0.1,23.5,0.39,0.2,Single Pedestrian Crossing,0,0
25,17760,592.59,Median Side,45.228,15.44,0.02,0.05,0.1,23.5,0.39,0.2,Single Pedestrian Crossing,0,0
